topic_id|num_related|title|abstract|relevant|topic_name
CD010339|11020904|Common bile duct and pancreatic injury after extracorporeal shock wave lithotripsy for renal stone.|Common bile duct and pancreatic injury are rare complications following extracorporeal shock wave lithotripsy. We reported a case of peripancreatic abscess with inflammation change of common bile duct and pancreatic head following extracorporeal shock wave lithotripsy for right renal stone. Its anatomical location and subsequent clinical course suggest it was related to trauma caused by the shock wave. It should be considered a relative contraindication to apply extracorporeal shock wave lithotripsy in cases of right renal stone associated with large gall stones.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|11020904|Common bile duct and pancreatic injury after extracorporeal shock wave lithotripsy for renal stone.|Common bile duct and pancreatic injury are rare complications following extracorporeal shock wave lithotripsy. We reported a case of peripancreatic abscess with inflammation change of common bile duct and pancreatic head following extracorporeal shock wave lithotripsy for right renal stone. Its anatomical location and subsequent clinical course suggest it was related to trauma caused by the shock wave. It should be considered a relative contraindication to apply extracorporeal shock wave lithotripsy in cases of right renal stone associated with large gall stones.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|11020904|Common bile duct and pancreatic injury after extracorporeal shock wave lithotripsy for renal stone.|Common bile duct and pancreatic injury are rare complications following extracorporeal shock wave lithotripsy. We reported a case of peripancreatic abscess with inflammation change of common bile duct and pancreatic head following extracorporeal shock wave lithotripsy for right renal stone. Its anatomical location and subsequent clinical course suggest it was related to trauma caused by the shock wave. It should be considered a relative contraindication to apply extracorporeal shock wave lithotripsy in cases of right renal stone associated with large gall stones.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|6055969|[Late results following choledochoduodenostomy].||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|6055969|[Late results following choledochoduodenostomy].||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|6055969|[Late results following choledochoduodenostomy].||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|548823|[The role of echotomography in the diagnosis of acute diseases of the gallbladder].||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|548823|[The role of echotomography in the diagnosis of acute diseases of the gallbladder].||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|548823|[The role of echotomography in the diagnosis of acute diseases of the gallbladder].||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|22147249|Outcome of repeat ERCP after initial failed use of a needle knife for biliary access.|A needle knife is often used to gain bile duct access when standard techniques have failed. If unsuccessful, the next step may involve either radiological- or endoscopic ultrasound-guided biliary access. However, repeat endoscopic retrograde cholangiopancreatography (ERCP) may be an option if the patient's clinical condition permits.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|22147249|Outcome of repeat ERCP after initial failed use of a needle knife for biliary access.|A needle knife is often used to gain bile duct access when standard techniques have failed. If unsuccessful, the next step may involve either radiological- or endoscopic ultrasound-guided biliary access. However, repeat endoscopic retrograde cholangiopancreatography (ERCP) may be an option if the patient's clinical condition permits.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|22147249|Outcome of repeat ERCP after initial failed use of a needle knife for biliary access.|A needle knife is often used to gain bile duct access when standard techniques have failed. If unsuccessful, the next step may involve either radiological- or endoscopic ultrasound-guided biliary access. However, repeat endoscopic retrograde cholangiopancreatography (ERCP) may be an option if the patient's clinical condition permits.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|3329162|Clinical, biochemical and ultrasonographic findings of choledochal sphincteroplasty. A 1 to 14 year follow-up study.|Sixty patients, who underwent choledochal sphincteroplasty and then yearly referred to the department for a diagnostic check-up, entered this study. Follow-up ranged from 1 to 14 years after surgery. Check-up examination included: 1) clinical assessment, 2) serum liver and pancreas function tests, and 3) ultrasonography. Good long-term clinical results were obtained in 50 cases. Seven patients complained of mild and temporary hepatic symptoms or digestive troubles. Three subjects developed severe symptoms: jaundice, fever, pain or ascites. The causes of the failures were: 1) recurrent stones in the distal portion of the common bile duct with cholangitis, 2) common hepatic duct stricture with recurrent stones and cholangitis, and 3) alcoholic cirrhosis. The following conclusions may be drawn: 1) Sphincteroplasty achieved a fourteen year success rate of 90% 2) Cholangitis, which supervened in 2 patients, was associated with bile duct strictures and recurrent stones. 3) The great majority of patients who had undergone sphincteroplasty, showed normal size of the bile ducts. However, 10% of patients still retained some degree of intrahepatic ductal dilatation. 4) Since recurrent bile duct stenoses occurred as far as 6 and 8 years after surgery, long-term follow-up is mandatory.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
